,ite_item_title,item_pair,score_similarida
9633,tênis usthemp volare temático - trevo 2,tenis polo ralph lauren modelo cantor low branco masculino,0.2
9634,fat bike pneu largo aro 26 alumínio 11v deore redstone,bicicleta caloi andes aro 26 21v,0.2
9635,tenis chunky feminino nesk sneaker várias cores ,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
9636,tenis feminino casual vizzano 1214.105,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
9637,tênis paikea makatea,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
9638,tênis train speed 4 amp tcu horned totalmente original,tenis polo ralph lauren modelo cantor low branco masculino,0.125
9639,tênis infantil feminino com led,tenis polo ralph lauren modelo cantor low branco masculino,0.2
9640,tênis farm mule banana estelar feminino farmete,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
9641,tenis botinha skate masculino feminino imperdível,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
9642,tenis everlast movement preto/vermelho masculino,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
9643,tenis all star juvenil preto  cano alto botinha,tenis polo ralph lauren modelo cantor low branco masculino,0.125
9644,tênis esportivo leve de menino confortável e barato ref 01aa,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
9645,mountain bike 29  dropp 27v freio hidraulico,bike specialized stumpjumper fsr expert,0.14285714285714285
9646,tenis slide feminino moleca original iate,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
9647,tênis adidas duramo sl off white,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
9648,tênis feminino coca-cola kick summer rubino,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
9649,tênis infantil feminino molekinha corda preto  2520.911,tenis polo ralph lauren modelo cantor low branco masculino,0.125
9650,kit 3 pares sapatênis masculino casual conforto dia a dia,tenis polo ralph lauren modelo cantor low branco masculino,0.125
9651,tênis asics gel-nagoya 3 masculino confortável promoção,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
9652,tenis mizuno optimus  azul claro - 100% original com nfe,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
9653,tênis fila mondo feminino - cinza e rosa,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
9654,tênis sapatilha pra andar de bike escalar pedalar esportivo,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
9655,tênis usthemp clash temático - fantasma,tenis polo ralph lauren modelo cantor low branco masculino,0.2
9656,tênis feminino ascis gel nimbus 16 academia corrida runner,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
9657,tênis infantil ortopé baby dna flex,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
9658,"kit 2 pares tenis feminino nylon polo joy , confortavel, top",tenis polo ralph lauren modelo cantor low branco masculino,0.2222222222222222
9659,kit 12 tênis atacado revenda barato frete grátis,tenis polo ralph lauren modelo cantor low branco masculino,0.125
9660,tênis menino 260025000 preto 23a30 baby style klin 93772,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
9661,tênis arezzo slip knit solado esportivo barato original,tenis polo ralph lauren modelo cantor low branco masculino,0.125
9662,tênis reserva veleiro preto,tenis polo ralph lauren modelo cantor low branco masculino,0.25
9663,tênis all star converse cor preto couro cano alto - 5212,tenis polo ralph lauren modelo cantor low branco masculino,0.1
9664,sapatilha ciclismo mtb kode active preto com vermelho,tenis moleca moving 5632100 tratorado preto original oferta ,0.125
9665,tênis usthemp slip-on temático - dark unicorn 2,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
9666,tênis esportivo masculino corrida cs2 olympikus preto,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
9667,sandália clog feminino boa onda anatômico 1317-172 ,tenis feminino leve barato ganhe 1 colchonete p/ treino azul,0.125
9668,tênis fila cage python | radan esportes,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
9669,sapatilha para ciclismo high one mtb one masculina,bicicleta para crianca com varias cores  e com garantia ,0.125
9670,tênis diversão canvas cano alto vermelho - diversão,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
9671,tenis / sapatilha porus preto,tenis polo ralph lauren modelo cantor low branco masculino,0.25
9672,tênis puma mercedes amg petronas roma branco e azul,tenis polo ralph lauren modelo cantor low branco masculino,0.25
9673,tv led samsung 40 series45,smart tv led 43 full hd aoc com wi-fi hdmi usb 43s5195/78g,0.4
9674,sapatênis de couro azul marinho marca pegada com amortecedor,tenis feminino leve barato ganhe 1 colchonete p/ treino azul,0.1111111111111111
9675,tenis feminino casual sapatenis feminino a  supersstar,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
9676,bicicleta infantil aro 20 grace nathor,tenis feminino infantil molekinha tie dye,0.16666666666666666
9677,tenis mizuno prophecy xw branco e preto nº41 original!!!,tenis polo ralph lauren modelo cantor low branco masculino,0.25
9678,tênis olympikus decola azul royal masculino,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
9679,tênis rocket x unissex hoka one one,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
9680,tênis moderno estilo conga tresa calçados em lona,tenis polo ralph lauren modelo cantor low branco masculino,0.125
9681,slip om unicornio gliter ouro,sapatenis polo plus original tenis slip on + cinto promocao,0.2
9682,tênis casual feminino trabalho passeio moda moleca original,tenis polo ralph lauren modelo cantor low branco masculino,0.125
9683,sapatilha mtb ciclismo bike prime pto  tam 39 br,sapatilha giro savix preto brilhante,0.1111111111111111
9684,tenis basquete adidas d rose 773 iv tamanho 42br,tenis polo ralph lauren modelo cantor low branco masculino,0.125
9685,tênis cayler and sons sashimi preto streetwear unissex,tenis polo ralph lauren modelo cantor low branco masculino,0.125
9686,bicicleta carbon invictus pro 2021/22 vmo/cza tam l  sense,bicicleta caloi andes aro 26 21v,0.1
9687,tênis adidas galaxy 5 masculino - marinho,tenis polo ralph lauren modelo cantor low branco masculino,0.4
9688,mountain bike aro 29 semi nova,bicicleta caloi andes aro 26 21v,0.16666666666666666
9689,sapato usthemp legend art -  eyes por ratones,tenis usthemp pepper tematico - srd/ vira-lata 2,0.14285714285714285
9690,tênis olympikus day 547 e meia op20 ,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
9691,tenis umbro neptune br,tenis polo ralph lauren modelo cantor low branco masculino,0.25
9692,bicicleta aro 29 ksw xlt alum câmbios shimano 24v disco,bicicleta caloi andes aro 26 21v,0.2
9693,tênis modare confortável sem cadarço feminino,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
9694,tênis asics gel-excite 6a cinza masculino,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
9695,tênis melissa street 32898 original envio imediato + nf,tenis polo ralph lauren modelo cantor low branco masculino,0.125
9696,tênis feminino mizuno nara msh preto e dourado original,tenis polo ralph lauren modelo cantor low branco masculino,0.125
9697,tênis evoltenn top para academia e caminhada,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
9698,tênis feminino meia casual nude solado branco,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
9699,kit 2 pares masculino academia esportivo caminhada promoção,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
9700,tênis mizuno wave prophecy 6 -  refff***00055555178,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
9701,tenis molekinho 2801.636 infantil,tenis polo ralph lauren modelo cantor low branco masculino,0.2
9702,tenis feminino caminhada leve e confortável moda promoção ,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
9703,ciclista feminina sapatilha mtb bike velcro clip + brinde,tenis doug desenho anos 90 botinha cano unissex + brinde,0.125
9704,tênis moleca feminino casual napa preto 5296.210 confortável,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
9705,tênis infantil klin walk masculino,tenis polo ralph lauren modelo cantor low branco masculino,0.4
9706,bicletas ,,0.0
9707,sapatilha absolute mtb wild preta para bike de catraca ,tenis feminino fila recovery de corrida caminhada treino nfe,0.1111111111111111
9708,tenis moleca tenis 5667311 verde,tenis polo ralph lauren modelo cantor low branco masculino,0.2
9709,tênis diana couro preto - k. daher,tenis polo ralph lauren modelo cantor low branco masculino,0.2
9710,bicicleta aro 26 leia a descrição ,bicicleta caloi andes aro 26 21v,0.6
9711,sapatênis west coast masculino brush rato marrom - 4659,tenis polo ralph lauren modelo cantor low branco masculino,0.125
9712,sapatênis casual masculino cadarço rayon preto r909,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
9713,tenis corrida masculino all black relogio carteira bone cint,tenis polo ralph lauren modelo cantor low branco masculino,0.2222222222222222
9714,tênis blue gui couro menino off white,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
9715,bermuda masculina moletom com tênis masc. levinho + relógio,tenis polo ralph lauren modelo cantor low branco masculino,0.125
9716,tênis olympikus masculino academia treino conforto flux,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
9717,bicicleta aro 29 - 21v - trocadores yamada,bicicleta caloi andes aro 26 21v,0.5
9718,tênis dakota chunky,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
9719,tenis feminino academia whats 100% original confortavel,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
9720,tenis lynd feminino casual caminhada academia,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
9721,tênis usthemp volare temático - praia 2,tenis polo ralph lauren modelo cantor low branco masculino,0.2
9722,tênis casual infantil slip on preto rosa bordô,tenis polo ralph lauren modelo cantor low branco masculino,0.125
9723,air force 1 shadow cashmere (w),tenis casual air force ta barato de + envio imediato !!!,0.5
9724,tênis casual masculino estonado havana couro 3501,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
9725,tênis qix combat iii ,tenis polo ralph lauren modelo cantor low branco masculino,0.25
9726,bicicleta infantil nathor balance drop garden amarelo,tenis feminino infantil molekinha tie dye,0.14285714285714285
9727,tênis puma defy varsity feminino/ preto+dourado,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
9728,tênis feminino slip on laço arraso médico enfermeira dkshoes,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
9729,tênis infantil feminino iate criança calce fácil calçar moda,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
9730,bicicleta aro 26 retrô classic 1 marcha verde ,bicicleta caloi andes aro 26 21v,0.42857142857142855
9731,tênis feminino casual + camisa branca super poderosas,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
9732,tênis adidas busenitz branco!,tenis polo ralph lauren modelo cantor low branco masculino,0.5
9733,kit 3 sapatênis masculino conforto + carteira + relógio,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
9734,tênis hurley hur0004 masculino greystone,tenis polo ralph lauren modelo cantor low branco masculino,0.4
9735,tenis feminino sem cadarco moleca calce facil slip on,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
9736,tênis feminino olympikus 697/pretty,tenis polo ralph lauren modelo cantor low branco masculino,0.2
9737,tênis usthemp slip-on temático - gato russian blue,tenis polo ralph lauren modelo cantor low branco masculino,0.125
9738,bicicleta bicolor aro 26 18 marchas azul/branca ultra bikes,tenis feminino leve barato ganhe 1 colchonete p/ treino azul,0.1
9739,tênis infantil menino sapatênis infantil mickey o melhor,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
9740,tenis molekinha 2550.102 led,tenis polo ralph lauren modelo cantor low branco masculino,0.2
9741,tênis esportivo leve p/ academia actvitta 4215 pretooriginal,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
9742,tênis exploreadventure,tenis polo ralph lauren modelo cantor low branco masculino,0.5
